index,start_time,eeg_delta_power,eeg_theta_power,eeg_alpha_power,eeg_beta_power,eeg_spindle_power,eog_var,emg_rms,used,label
1,23:46:30,1.534815868784041e-11,2.4623668225257218e-12,8.163327202505907e-13,4.84306838711415e-13,3.8479105606703327e-13,4.276542139875506e-08,2.000000118342865,1,1
2,23:47:00,1.0136531221122215e-11,2.2684422098252938e-12,1.0097184754302729e-12,6.85009436713091e-13,6.131326866971538e-13,3.786481695548139e-08,2.0000001256802182,1,1
3,23:47:30,1.2477212784183233e-11,3.5022210609143293e-12,1.2401973169428044e-12,4.116849610297202e-13,5.054259813892118e-13,6.133170929355331e-08,2.0000001336320823,1,1
4,23:48:00,1.2709724664382864e-10,6.2650937529807515e-12,2.9973144658804356e-12,2.9887826747526084e-12,2.7497893905053097e-12,1.4728442161084307e-08,2.000000142215917,1,0
5,23:48:30,2.8102947291843825e-11,1.8265672615225863e-12,5.874746272102395e-13,2.8162198528840066e-13,3.538594214338276e-13,3.1609484206769625e-09,2.000000151459249,1,0
6,23:49:00,1.33534356174236e-11,2.628540448956639e-12,1.0074251936590692e-12,5.818064749029769e-13,5.94538412710789e-13,2.1635384391189903e-08,2.0000001613950866,1,1
7,23:49:30,2.437089991825465e-11,2.734646009977069e-12,9.48654193172525e-13,3.4687404928725257e-13,5.076294054474724e-13,5.9362749461217205e-08,2.000000172053876,1,1
8,23:50:00,1.6716299468799204e-11,3.4319795671087295e-12,9.954544890790728e-13,3.820656071654947e-13,4.3195033747104927e-13,4.179840268218773e-08,2.0000001834467054,1,1
9,23:50:30,2.938669352165865e-11,2.9437668973853902e-12,9.738451879132474e-13,5.139541397509447e-13,6.880338090778292e-13,5.358995889998702e-08,2.000000195525654,1,1
10,23:51:00,7.670245686491094e-11,5.0731897824063656e-12,1.50263224227639e-12,8.568160245138435e-13,1.0034050555436256e-12,1.1939117482328948e-08,2.0000002080789985,1,0
11,23:51:30,2.3186831723067026e-11,1.4834679512918721e-12,5.624400051434635e-13,2.8807988539223223e-13,3.874789855156331e-13,3.3278434762626393e-09,2.0000002204122773,1,0
12,23:52:00,2.101320551873297e-11,2.153384046731364e-12,9.047823879143962e-13,4.480361120073284e-13,6.990977246403745e-13,7.278259266620089e-09,2.000000230159663,1,1
13,23:52:30,1.4884787284567875e-11,2.2695106472505906e-12,8.126530245678632e-13,3.2760573676102304e-13,3.2547202580903543e-13,1.5344300810101048e-08,2.000000227179003,1,1
14,23:53:00,1.1797852263117554e-11,2.39707450328466e-12,9.534719946302796e-13,3.221565939348002e-13,4.4324314035758704e-13,5.927812018539054e-08,2.0000001357905104,1,1
15,23:53:30,1.4354485136681279e-11,2.3602264998116726e-12,1.04808226366192e-12,6.112576804032386e-13,5.306374054132784e-13,3.883572498245724e-08,1.9999932355293653,1,1
16,23:54:00,2.0810234181890173e-10,4.1750219302073564e-12,4.222955950945726e-12,2.735137411606264e-12,2.0099798168343357e-12,1.567077664864974e-08,4.400003357448218,1,0
17,23:54:30,8.629908873155088e-12,1.487077864215621e-12,9.737407266468403e-13,3.09584460104858e-13,2.6892100755714035e-13,8.781634697616608e-09,2.000000592425783,1,0
18,23:55:00,4.311891186563099e-11,2.5396849001072636e-12,9.769250353826851e-13,4.2463522395686705e-13,3.7446712418019957e-13,6.8947599071930305e-09,2.000000420643294,1,0
19,23:55:30,9.051432821724435e-12,1.4499760208821612e-12,5.091897182278116e-13,3.277638158786088e-13,4.008776488730734e-13,2.4653315497580575e-08,2.0000004382273504,1,1
20,23:56:00,8.962909217882459e-12,2.076194715716015e-12,6.127237224108568e-13,3.3240186607019497e-13,5.268182510190435e-13,1.6188737089128042e-08,2.0000004767922084,1,1
21,23:56:30,1.6677148533669294e-11,4.094018117914262e-12,1.6818212296487396e-12,1.5246213000560683e-12,1.9204896647182224e-12,1.559300205715897e-08,2.0000005249309827,1,1
22,23:57:00,1.2834520643934696e-11,2.440910117302607e-12,8.917492602580775e-13,4.224787550831105e-13,5.316163642933326e-13,2.336709139548151e-08,2.0000005819032176,1,1
23,23:57:30,1.8021983509281116e-11,1.9017800633788936e-12,7.789064372929693e-13,2.971406043604164e-13,3.922747028903925e-13,3.779351633568767e-08,2.0000006490361337,1,1
24,23:58:00,2.0888649219376044e-11,2.7423033515948136e-12,7.149480426856097e-13,4.177764699816394e-13,3.8225731782400583e-13,3.4172693420906814e-08,2.0000007286304835,1,1
25,23:58:30,1.737408834809346e-11,4.159234123889093e-12,7.630574946400976e-13,4.3496519081431366e-13,5.423790047678979e-13,2.6365245523616945e-08,2.000000823927362,1,1
26,23:59:00,3.5330319873660756e-11,6.965244865033598e-12,1.1259053737957888e-12,3.241297074524208e-13,4.780384440544303e-13,3.8603320275915716e-08,2.000000939390848,1,1
27,23:59:30,4.9294397851352314e-11,5.076520545230336e-12,1.8799433633293323e-12,5.128100973707713e-13,1.2480813706418964e-12,1.0335489900812431e-07,2.000001081234529,1,1
28,00:00:00,2.555308452892585e-11,3.93406179894681e-12,1.5801701525025318e-12,4.753380639857894e-13,7.914236458336789e-13,5.698337108382696e-08,2.0000012582872078,1,1
29,00:00:30,3.117024484126858e-11,5.416159220769145e-12,1.834358876662566e-12,4.2755299080881604e-13,1.3220208878986293e-12,6.408637701955364e-08,2.000001483425818,1,1
30,00:01:00,4.327705444232281e-11,5.3294489203910654e-12,2.4358324400055385e-12,1.1753981762682648e-12,4.374646100411791e-12,3.972140503042426e-08,2.0000017760272124,1,1
31,00:01:30,3.022569077831038e-11,3.9541490240328206e-12,1.6419212072173179e-12,8.865619136982146e-13,2.2692308884669504e-12,3.3739761005986044e-08,2.0000021663537666,1,1
32,00:02:00,3.232121168382468e-11,5.4737529341709634e-12,2.3715759275107908e-12,9.24135575478186e-13,3.829075991434112e-12,4.8129552342584756e-08,2.000002703835552,1,2
33,00:02:30,2.956412172666499e-11,4.886371410856732e-12,1.5799306688065141e-12,9.494683658171387e-13,3.7176634631789845e-12,5.325656051179129e-08,2.0000034737828587,1,1
34,00:03:00,2.879031682496605e-11,3.944942786025606e-12,1.526536654204938e-12,6.620414664883676e-13,1.5837300432898371e-12,2.3715576971495988e-08,2.0000046340135205,1,1
35,00:03:30,5.836378751188205e-11,8.747334535856982e-12,3.4219896012492e-12,1.506095627054698e-12,4.736839024935246e-12,2.033051018674406e-08,2.000006504106352,1,2
36,00:04:00,3.945162959558752e-11,5.673926225196368e-12,3.214619560382303e-12,2.1214723047096614e-12,1.99224718962547e-12,8.472370528477081e-08,2.0000098161080686,1,0
37,00:04:30,3.9629346766806173e-11,4.383112746925487e-12,1.4190676017690721e-12,5.542604500832536e-13,1.1006342709375041e-12,8.03672113618653e-08,2.0000165772123983,1,1
38,00:05:00,5.07123839430518e-11,4.9439790866012145e-12,2.255581531040489e-12,6.384687582706332e-13,1.478981190135324e-12,1.1948643962682505e-07,2.0000341687230376,1,2
39,00:05:30,5.634845277394996e-11,5.717798811500523e-12,1.2499827186981922e-12,5.892050663891261e-13,1.476032504898723e-12,5.01779367311033e-08,2.00011263895426,1,1
40,00:06:00,6.862691774036724e-11,6.505957680542061e-12,3.2001656608258797e-12,2.3725961112433252e-12,2.8643852086313592e-12,3.929216564741644e-08,5.556427264420612,1,1
41,00:06:30,1.3072351565871373e-10,5.587713591893886e-12,3.532428320724865e-12,2.68170345612177e-12,3.111671685036258e-12,2.368897650500066e-08,2.001161826952053,1,0
42,00:07:00,1.6102220674907964e-11,1.8520701398590855e-12,1.2457317702350503e-12,6.529204958483881e-13,6.696771487545911e-13,6.486998053547815e-08,2.0000733653402123,1,0
43,00:07:30,1.253527531810231e-11,2.3559350073008396e-12,1.2518252753517669e-12,6.151725176663844e-13,6.956140038251998e-13,1.1372542319611409e-07,2.00002641395503,1,1
44,00:08:00,1.8519609871602362e-11,3.1758545483452133e-12,1.1075679253232058e-12,5.769620873205075e-13,7.93901564963234e-13,5.859379266756898e-08,2.0000135567897965,1,1
45,00:08:30,3.127579323189202e-11,3.8738399612811526e-12,1.4035289091936726e-12,5.177716399260648e-13,1.0581102123871318e-12,5.85760267702236e-08,2.000008225901448,1,1
46,00:09:00,3.7040584846687906e-11,6.3246880203850025e-12,2.1290776441324863e-12,4.648922335333053e-13,1.042471583724543e-12,6.792560433805489e-08,2.000005509749404,1,1
47,00:09:30,4.442752580329867e-11,5.380234638394594e-12,1.3386134162236992e-12,5.312452079020526e-13,1.435092104790267e-12,9.60712622126524e-08,2.000003940360116,1,2
48,00:10:00,6.141660458564048e-11,7.471716022011974e-12,2.3318178222000643e-12,6.819733628034445e-13,1.3146456300076942e-12,1.0811675956988641e-07,2.0000029527555423,1,2
49,00:10:30,3.070974808944509e-11,3.640036768056382e-12,1.726982306865058e-12,8.25014123392441e-13,1.5586469603817897e-12,1.0456072882488892e-07,2.0000022915476237,1,2
50,00:11:00,5.0222483820652536e-11,6.3205825893070015e-12,2.9796841305132937e-12,1.1768449084092822e-12,3.5498962932181682e-12,6.156565557919577e-08,2.0000018275249523,1,2
51,00:11:30,4.9282304034138534e-11,4.7051389307071085e-12,1.8711951264013974e-12,5.497029062697077e-13,1.0909514489952718e-12,6.85363671228942e-08,2.0000014895994958,1,2
52,00:12:00,4.8594841543411915e-11,5.442235053948828e-12,2.288648899680856e-12,7.561694175240205e-13,2.8549309248424826e-12,1.337530612127511e-07,2.0000012360350246,1,2
53,00:12:30,6.054519650842675e-11,1.1901440665095054e-11,3.917797259443392e-12,3.172900100046733e-12,1.2723525043468378e-11,3.3810812427903804e-08,2.0000010410210405,1,2
54,00:13:00,4.5030694987763755e-11,8.300100302225813e-12,3.332181674648672e-12,1.6718924027926912e-12,6.702695177576045e-12,5.245119856002635e-08,2.0000008879019786,1,2
55,00:13:30,6.11689267468853e-11,8.183974978376106e-12,3.902176176046134e-12,1.5591745844682883e-12,9.287249226760247e-12,3.9785383699952414e-08,2.0000007655414067,1,2
56,00:14:00,4.710102212927281e-11,9.400395958952888e-12,3.317376797784038e-12,2.6202469651983925e-12,9.859232507614196e-12,3.9270280317869684e-08,2.0000006662655583,1,2
