index,start_time,eeg_delta_power,eeg_theta_power,eeg_alpha_power,eeg_beta_power,eeg_spindle_power,eog_var,emg_rms,used,label
1,22:40:30,3.167564670111906e-11,2.014355100449421e-12,8.605303106037696e-13,6.346991683078776e-13,7.664864438101076e-13,4.491385441915598e-08,1.0000001265342384,1,1
2,22:41:00,1.8092965775812077e-11,2.1884080672181535e-12,9.57253817076226e-13,4.3502516313608806e-13,5.716945251712758e-13,7.43953295906212e-08,0.9999999304126995,1,1
3,22:41:30,1.7888925909844984e-11,2.4083089247850284e-12,1.028652335748249e-12,5.180349289235982e-13,7.9316304682947e-13,1.2365610796836687e-07,0.9999998569005036,1,1
4,22:42:00,6.024834883434743e-10,9.177608470421483e-12,1.1289720289155339e-12,9.4544480886409e-13,1.01494174085717e-12,3.3402463894972374e-08,0.9999998389456494,1,0
5,22:42:30,2.0025524251087127e-10,6.320611227143999e-12,2.3729229958776183e-12,2.0495256662817498e-12,2.5036157430266588e-12,1.8007333928252856e-08,0.9999998460382106,1,0
6,22:43:00,8.191069314844614e-12,1.3556165693906916e-12,8.345884968848268e-13,4.877666443318814e-13,4.4858799693936334e-13,2.3582742621837145e-08,0.9999998637097147,1,0
7,22:43:30,6.118957934322419e-11,3.1435065100366487e-12,1.230466797268494e-12,8.474320795250726e-13,1.089027767389774e-12,5.6958911764106796e-08,0.9999998849623775,1,1
8,22:44:00,1.6973342169381626e-11,2.6596940608338016e-12,8.000015913376469e-13,4.967939692896447e-13,7.34975843849149e-13,4.7472238799202194e-08,0.9999999064277606,1,1
9,22:44:30,1.1480209287856948e-10,4.496441909948176e-12,1.945671963407661e-12,3.080281242578724e-12,2.160569575351122e-12,5.962848755715706e-08,0.999999926550458,1,1
10,22:45:00,2.469658634872216e-11,2.9123551737074337e-12,8.7958908146491e-13,4.288385628334845e-13,5.635643583729151e-13,5.372745616531434e-08,0.9999999446933733,1,1
11,22:45:30,2.8262145548326084e-11,2.22931304193835e-12,8.480156702208832e-13,4.920506861161804e-13,8.191782432393505e-13,7.52140586406569e-08,0.9999999606833243,1,1
12,22:46:00,5.682102417379275e-11,2.6732206392395416e-12,1.0379602390140431e-12,9.20029291292666e-13,1.1871024372161214e-12,4.528796774239471e-08,0.9999999745753999,1,1
13,22:46:30,3.5446922432861874e-11,3.5545936010898878e-12,1.044239339072799e-12,4.282519513634744e-13,5.776861989162697e-13,1.053606869247871e-07,0.9999999865294115,1,1
14,22:47:00,3.862627486591827e-11,2.780350814046757e-12,6.629633955017155e-13,3.4963925165748414e-13,5.029194528409967e-13,6.156603427231685e-08,0.9999999967451528,1,1
15,22:47:30,5.542375674038212e-11,8.418384368351982e-12,1.5496690668591969e-12,9.222849179263216e-13,3.275369437981875e-12,5.2087020042276845e-08,1.0000000054290346,1,2
16,22:48:00,4.974028667207316e-11,1.0179893924733722e-11,2.2362341413515008e-12,9.37869902446967e-13,2.8378284786667553e-12,3.149094703592928e-08,1.0000000127776267,1,2
17,22:48:30,6.263155218031364e-11,6.689968005542811e-12,2.98548062334643e-12,5.444523999619287e-13,1.7376124239435452e-12,2.6915107737076362e-08,1.0000000189702978,1,2
18,22:49:00,3.251952777319694e-11,6.946283022806786e-12,3.017072188953515e-12,1.100666192186853e-12,4.022362134869128e-12,5.434279646556e-08,1.0000000241667257,1,2
19,22:49:30,4.5729575689756884e-11,1.1872723010484209e-11,6.238619529468728e-12,1.401754655288945e-12,7.715102288450454e-12,1.5153219587244892e-08,1.0000000285069295,1,2
20,22:50:00,4.969583239770464e-11,1.0154071972987936e-11,3.541719640083629e-12,9.800113278374556e-13,4.558828088354401e-12,1.8414563043010347e-08,1.0000000321125302,1,2
21,22:50:30,4.359745345313035e-11,9.475762948173874e-12,6.374074115298202e-12,1.8826852019371806e-12,1.3492451441333627e-11,5.471003473828833e-09,1.000000035088539,1,2
22,22:51:00,6.961130750800116e-11,9.156081181612835e-12,3.350583081687888e-12,7.994973368282627e-13,2.169754107342496e-12,2.290345727086214e-08,1.0000000375252858,1,2
23,22:51:30,5.7529339845016585e-11,7.382686856005538e-12,5.045820042111163e-12,1.474249941244929e-12,8.080860405198754e-12,4.090492531779366e-09,1.0000000395003095,1,2
24,22:52:00,6.468600626506183e-11,9.014931257684672e-12,4.36941480437918e-12,1.4517976201111582e-12,9.437257418284181e-12,2.7430882013406353e-09,1.000000041080089,1,2
25,22:52:30,6.448613441331838e-11,5.9895760276987585e-12,4.404597619463208e-12,7.112469063825321e-13,3.506676283753515e-12,9.75917771226204e-09,1.0000000423215956,1,2
26,22:53:00,7.963848413458086e-11,1.1693480697207406e-11,7.336733272687563e-12,1.5743912775853084e-12,9.872586690298924e-12,4.491434448646675e-09,1.0000000432736553,1,2
27,22:53:30,1.3087660251861413e-10,1.1261947483627357e-11,5.072313366290914e-12,9.072425427717398e-13,5.352520670572176e-12,3.566601405189349e-09,1.0000000439781336,1,2
28,22:54:00,1.1428271035623244e-10,1.2608609875009143e-11,6.098214171046723e-12,1.594264276963236e-12,8.96107229807975e-12,5.112586125767167e-09,1.0000000444709427,1,2
29,22:54:30,8.424903316966997e-11,8.725045830873437e-12,6.347698989580078e-12,1.012660323026027e-12,6.189031607554839e-12,2.2256356213331377e-09,1.0000000447829194,1,2
30,22:55:00,1.3839430174247545e-10,1.3911185261373064e-11,5.068579217567594e-12,8.073393021201728e-13,3.4654323520730756e-12,5.037130052955616e-09,1.0000000449405624,1,2
31,22:55:30,1.095311183224144e-10,1.0275904097682114e-11,5.7543549866092106e-12,1.0024866414695588e-12,5.358008861165203e-12,1.0346877041757206e-09,1.0000000449666577,1,2
32,22:56:00,1.1915284026718901e-10,1.3419794109986394e-11,4.939051535779631e-12,1.7732807364499444e-12,1.2347946039679019e-11,3.939076599996358e-09,1.0000000448808255,1,2
33,22:56:30,1.0726188597077371e-10,8.739493290763882e-12,3.87256875585319e-12,6.076335346615022e-13,3.1532117185915214e-12,1.111032349008992e-08,1.0000000446999646,1,2
34,22:57:00,2.612794334809771e-10,1.3277582421703733e-11,4.379560787586429e-12,9.149403334808055e-13,4.4859989981913925e-12,3.067408050878357e-09,1.0000000444386499,1,2
35,22:57:30,1.9857407654079245e-10,8.616662262841561e-12,4.433456322036564e-12,1.062161589947461e-12,6.018683561542269e-12,4.582557514332503e-09,1.000000044109456,1,2
36,22:58:00,1.310153531858261e-10,7.996484283127808e-12,3.2921096206497768e-12,8.089193221989387e-13,4.710356266705649e-12,1.9000731741700246e-09,1.000000043723244,1,3
37,22:58:30,1.356628678667796e-10,9.714844065823879e-12,3.036954545778439e-12,6.561156124441193e-13,3.4048804157375374e-12,5.786633149804248e-09,1.000000043289393,1,2
38,22:59:00,9.973115186489737e-11,6.175690098411812e-12,3.5517997666848062e-12,5.205504395523053e-13,2.8800332903741377e-12,3.105537804667821e-09,1.0000000428160118,1,2
39,22:59:30,9.1731387688189e-11,9.592766871862007e-12,4.096467096871873e-12,1.4552087860371724e-12,8.703962826236524e-12,2.6698522584622832e-09,1.0000000423101114,1,2
40,23:00:00,1.8652952168954567e-10,6.9960742619837215e-12,4.1085010892781874e-12,6.931920866617031e-13,3.7255852338481625e-12,1.38047209585743e-08,1.0000000417777528,1,2
41,23:00:30,2.1575409150745659e-10,8.89209545280665e-12,3.2714358256076466e-12,6.118934208652173e-13,3.6208761163206766e-12,1.86367483838435e-09,1.0000000412241805,1,2
42,23:01:00,2.489026848541808e-10,1.1915332532388662e-11,3.7943994921320064e-12,8.413944873959258e-13,2.941451966766714e-12,1.5343527795282258e-09,1.000000040653926,1,2
43,23:01:30,2.778821011516028e-10,1.1164645277911161e-11,4.283963035616914e-12,1.25985845878344e-12,6.368973077167808e-12,3.816500429040038e-09,1.0000000400709053,1,2
44,23:02:00,1.8653899346171096e-10,1.15658107397709e-11,4.909645882999336e-12,7.853159687271667e-13,4.5685601403334544e-12,4.120434638402598e-09,1.0000000394785034,1,2
45,23:02:30,1.9674029192703303e-10,8.511943597061634e-12,5.398655700283416e-12,7.088985085604944e-13,3.982936982186508e-12,2.5808907164711748e-09,1.0000000388796397,1,2
46,23:03:00,2.0413832063112965e-10,8.766985782625116e-12,3.766564968910007e-12,6.974389285181468e-13,4.195478236204358e-12,4.051061398866983e-10,1.0000000382768295,1,2
47,23:03:30,2.0726573500130167e-10,1.1744716440787895e-11,3.990156339536493e-12,7.803943216937456e-13,4.3117297818621515e-12,1.9097582438751197e-09,1.0000000376722433,1,2
48,23:04:00,3.7047098600762645e-10,1.0348463092512626e-11,4.758451494212861e-12,9.412752732802337e-13,5.410524153457476e-12,1.327381233665658e-09,1.00000003706774,1,2
49,23:04:30,1.680292462153092e-10,1.035061422367958e-11,3.8323539761645594e-12,6.073581893232041e-13,3.5406629856666516e-12,2.9601828811931162e-09,1.0000000364649153,1,3
50,23:05:00,3.2127788670366133e-10,1.0594607813870875e-11,2.621594321440495e-12,6.515782297570421e-13,3.785216213455019e-12,1.9906388702238373e-09,1.000000035865135,1,3
51,23:05:30,1.547699974708126e-10,1.0911458747290965e-11,3.908097837789089e-12,6.800931057461279e-13,4.461301889344853e-12,3.7715386431914615e-09,1.000000035269561,1,2
52,23:06:00,1.549045753566206e-10,1.0660871657380583e-11,5.386784687958422e-12,1.0612273819758282e-12,7.563475458410841e-12,2.535008116256242e-10,1.0000000346791786,1,2
53,23:06:30,1.945947192828944e-10,7.728442306504142e-12,3.833488040924403e-12,6.992029481548983e-13,4.470038452304362e-12,8.63274735835452e-10,1.0000000340948234,1,3
54,23:07:00,3.8894480005464493e-10,1.064354758383213e-11,4.348450418364447e-12,7.368578033807628e-13,4.562632025536625e-12,1.2030763730388706e-09,1.000000033517191,1,3
55,23:07:30,2.4072482243861865e-10,9.449583328100408e-12,4.168649129108576e-12,5.704943438252807e-13,3.564937502076737e-12,4.3085630002760515e-10,1.0000000329468646,1,3
56,23:08:00,2.4397305710932597e-10,1.1108193595546521e-11,3.720616654278767e-12,8.4467618153226e-13,4.458637915975981e-12,2.0045728826509636e-09,1.000000032384324,1,3
57,23:08:30,3.505531782128795e-10,1.1052756882546051e-11,3.6892709914047144e-12,6.012281831595065e-13,3.4636685705767986e-12,9.378892461245049e-10,1.0000000318299587,1,3
58,23:09:00,2.0662639719016554e-10,8.923423188424688e-12,2.6429152516322595e-12,4.97216866452634e-13,1.8291668422757816e-12,4.2427299036486183e-10,1.0000000312840835,1,3
59,23:09:30,2.0247701898186326e-10,1.0241632691408244e-11,4.874032767143905e-12,5.626424308904906e-13,3.1780866302570752e-12,8.137144724954674e-10,1.0000000307469405,1,3
60,23:10:00,2.573245960993559e-10,8.491503734301183e-12,3.1810134094109242e-12,1.343618462020921e-12,9.888741604747579e-12,8.420022610280181e-10,1.0000000302187173,1,2
61,23:10:30,1.9380186684736108e-10,1.0448546603759091e-11,3.857706891350169e-12,6.270109269043594e-13,3.824511077401302e-12,5.202080149949615e-10,1.0000000296995497,1,3
62,23:11:00,2.8437205851163846e-10,9.900795484282484e-12,3.2491552724652605e-12,1.0101928865657607e-12,6.812444131230795e-12,4.242649856760563e-10,1.0000000291895281,1,3
63,23:11:30,2.1604328417733912e-10,9.081667906428146e-12,4.033574411756209e-12,1.0571486453908662e-12,7.636445714957198e-12,4.5036866787873346e-10,1.0000000286887043,1,2
64,23:12:00,1.9956196491488102e-10,7.949928626787756e-12,4.383776198880918e-12,7.028433510831735e-13,4.388386372640194e-12,4.666824987137145e-10,1.000000028197097,1,3
65,23:12:30,2.510419070161712e-10,8.761944807837697e-12,4.403466179465947e-12,7.029638857166438e-13,3.6598547352762735e-12,2.9848685940698604e-10,1.0000000277146968,1,3
66,23:13:00,3.002237587121865e-10,7.031335329734781e-12,3.659062418767142e-12,7.098072280253502e-13,4.048466945401709e-12,2.9715262538222926e-10,1.0000000272414664,1,3
67,23:13:30,3.289107169393844e-10,1.0411826985021484e-11,4.316421791565264e-12,5.341136458359943e-13,2.917328930478762e-12,3.3948419793961153e-10,1.0000000267773517,1,3
68,23:14:00,2.679820771491706e-10,1.1957262877309024e-11,4.073251421729766e-12,8.14257905675998e-13,5.32421390281046e-12,4.951085752497808e-10,1.0000000263222768,1,3
69,23:14:30,2.6591380427177853e-10,1.1141747299946166e-11,2.6372965371910914e-12,8.610237533861631e-13,4.29009504125299e-12,5.64932926718927e-10,1.0000000258761532,1,3
70,23:15:00,2.3150323426557822e-10,1.0990318632978001e-11,2.727021811571047e-12,6.274941970106895e-13,4.0497117724111015e-12,9.260251918862109e-10,1.0000000254388761,1,3
71,23:15:30,3.8813907332082794e-10,1.0917820638638004e-11,4.162126020642034e-12,5.678717029328264e-13,3.3809172059529952e-12,7.084431090926962e-10,1.0000000250103316,1,3
72,23:16:00,2.7007370257938006e-10,8.658962891355605e-12,5.40721817423644e-12,4.4393314772827644e-13,2.596801850156093e-12,6.561183725100459e-10,1.0000000245903955,1,3
73,23:16:30,4.0974862426576604e-10,1.2938281966340836e-11,4.033679680547975e-12,1.2353898747251757e-12,7.393361208215133e-12,4.1671145551004517e-10,1.00000002417894,1,3
74,23:17:00,2.357565281336009e-10,1.0354846161227353e-11,4.951598182405915e-12,9.093153260905439e-13,5.5333107550750495e-12,1.4797542388407294e-09,1.0000000237758235,1,3
