index,start_time,eeg_delta_power,eeg_theta_power,eeg_alpha_power,eeg_beta_power,eeg_spindle_power,eog_var,emg_rms,used,label
1,23:54:30,1.1492589830062708e-11,3.410903044672784e-12,1.2239566752404639e-12,9.0907384509871e-13,9.883013159921026e-13,4.380518325170729e-08,1.000000147234036,1,1
2,23:55:00,2.4822710472332003e-11,2.8673148374357055e-12,1.0784729272133936e-12,7.028074723227978e-13,1.0506701269566651e-12,3.4980968445945784e-08,1.000000140208724,1,1
3,23:55:30,1.0339304702493639e-11,6.5169490581018264e-12,1.237127371246066e-12,8.443630968791192e-13,9.800104931261465e-13,2.7592862174283206e-08,1.0000001336686473,1,1
4,23:56:00,1.1321755262781514e-10,1.208848893260934e-11,2.1823109073617357e-12,8.761909256649031e-13,1.8054517774767788e-12,5.415812782644662e-08,1.0000001275700583,1,2
5,23:56:30,9.120152196302853e-11,1.1850831894280264e-11,2.2395169337710653e-12,8.068787736130319e-13,1.5017484626590867e-12,2.8662754742460868e-08,1.000000121874039,1,2
6,23:57:00,2.7740464383104373e-11,6.6870981828494345e-12,9.26375865122283e-13,4.964645803737183e-13,6.482110637827269e-13,3.600171688020606e-08,1.0000001165458745,1,2
7,23:57:30,7.134537547892734e-11,6.785375772089376e-12,1.7389380507283268e-12,7.335265421165102e-13,1.9210473420756237e-12,1.4151141734932469e-08,1.0000001115545147,1,2
8,23:58:00,9.660394121522097e-11,1.3910087004411692e-11,3.16099421943423e-12,7.098599016610671e-13,2.7229303980471165e-12,1.4502333905961723e-08,1.000000106872125,1,2
9,23:58:30,3.22384688656552e-11,9.585325746028125e-12,2.207990633237419e-12,7.939457668942148e-13,3.7171842878060994e-12,4.4779668375080984e-10,1.0000001024736895,1,2
10,23:59:00,6.295350096693481e-11,2.0186497308177496e-11,2.2173399836813307e-12,1.209473185018108e-12,3.981023785143045e-12,1.0198814230747143e-08,1.000000098336678,1,2
11,23:59:30,4.869918594024045e-11,1.0834101405248662e-11,1.9615188132511963e-12,6.336625082601574e-13,3.4081954044378883e-12,5.574478389447134e-09,1.0000000944407539,1,2
12,00:00:00,6.005896946396588e-11,9.241727369965575e-12,4.023842168991429e-12,1.0364802475437966e-12,4.247838210704798e-12,2.3837645590801066e-09,1.0000000907675217,1,2
13,00:00:30,6.612980348275657e-11,9.473068643067763e-12,2.3404893735632635e-12,8.748108090795136e-13,4.1648974540010386e-12,2.395431499108416e-09,1.000000087300309,1,2
14,00:01:00,6.016811943244147e-11,1.1926322063616772e-11,2.3576294505392e-12,1.1291142472735572e-12,7.170298134159384e-12,1.334526247626379e-09,1.000000084023979,1,2
15,00:01:30,7.515170883952936e-11,1.697487306717234e-11,2.6564774219632614e-12,6.260412152437413e-13,2.9884716153120132e-12,3.9883211894348784e-10,1.0000000809247582,1,2
16,00:02:00,8.33590739887823e-11,1.0224188520823146e-11,2.484190622757312e-12,6.431932745231221e-13,3.1428285571227164e-12,1.608510167556481e-09,1.0000000779900977,1,2
17,00:02:30,9.351442262171575e-11,1.0180113489404241e-11,1.9573532973806496e-12,5.672610806435885e-13,2.769716545093868e-12,5.950127815448226e-10,1.000000075208539,1,2
18,00:03:00,5.941239487083306e-11,1.0736466472005034e-11,2.3912640666729674e-12,3.487041856106404e-13,1.5627753851873122e-12,8.708145012511407e-10,1.0000000725696063,1,2
19,00:03:30,9.527015835609877e-11,1.1150439367954241e-11,3.6981748509592974e-12,4.80621833074666e-13,2.3931345069977655e-12,2.6019449205145632e-09,1.000000070063705,1,2
20,00:04:00,1.275187331486266e-10,1.1188290879546093e-11,1.6316695034943253e-12,5.791663628457105e-13,3.2805608891769322e-12,5.18821348634104e-10,1.0000000676820355,1,2
21,00:04:30,1.5697409462865582e-10,1.3856186672344629e-11,1.8714038213589223e-12,2.8372374610846143e-13,1.021350005672233e-12,6.858077971640588e-10,1.0000000654165127,1,2
22,00:05:00,1.6496339749436491e-10,1.1597145453976405e-11,2.7648978008485177e-12,6.999772205708228e-13,4.327010402959994e-12,6.746738355665281e-10,1.0000000632597013,1,2
23,00:05:30,1.9589060074429856e-10,1.0945959994448486e-11,3.17884197372287e-12,4.719118935096161e-13,2.6137722964970987e-12,5.899235144548049e-10,1.0000000612047506,1,2
24,00:06:00,1.686415713930984e-10,9.495029446092655e-12,1.7403170583727524e-12,3.3708407449832515e-13,1.1285766183793866e-12,5.423325056329819e-10,1.0000000592453424,1,2
25,00:06:30,1.8747679285767095e-10,1.020294731532401e-11,2.0543351336992427e-12,5.292907752944261e-13,2.07976559018539e-12,4.927590535577681e-10,1.000000057375641,1,2
26,00:07:00,1.7904599065758136e-10,9.488980973056841e-12,2.0142700210432277e-12,5.036188964854758e-13,2.798384297078922e-12,5.940699709755888e-10,1.0000000555902488,1,2
27,00:07:30,1.418667408823225e-10,7.793220432841228e-12,1.6211452345277921e-12,2.9609602230691146e-13,1.1933984967372568e-12,5.858735550745544e-10,1.0000000538841713,1,2
28,00:08:00,2.374757790897322e-10,7.996622902536653e-12,1.9302212309785696e-12,3.7037462076695583e-13,1.7902261796486209e-12,1.4180601953656282e-09,1.0000000522527766,1,3
29,00:08:30,2.1226147550160954e-10,7.863364361036332e-12,2.1225433656462266e-12,2.9479983581491407e-13,1.2382811338808797e-12,8.571662040092303e-10,1.000000050691766,1,2
30,00:09:00,2.0186205055468012e-10,1.0907490429647717e-11,2.2520923798888774e-12,3.369966452683937e-13,1.5168388515136201e-12,2.9140650018450447e-09,1.0000000491971461,1,2
31,00:09:30,2.7380737912059386e-10,8.663780878636292e-12,1.68673286715702e-12,4.606543836694166e-13,2.2092335593522243e-12,9.797216059187839e-10,1.000000047765205,1,3
32,00:10:00,2.122906170628046e-10,1.2471637902427225e-11,2.653593120659883e-12,5.610273503370946e-13,3.285223655581795e-12,5.419576982554e-10,1.000000046392483,1,3
33,00:10:30,2.3272392991460653e-10,9.530897547968583e-12,1.3779103130160512e-12,2.827216126337516e-13,1.1744375509648979e-12,1.899144217754092e-09,1.0000000450757591,1,3
34,00:11:00,2.4675951053240495e-10,6.5148425527907e-12,1.7599989085626208e-12,2.850586895894322e-13,1.04773842907474e-12,1.1522079919400508e-09,1.0000000438120282,1,3
35,00:11:30,1.7114180752274483e-10,9.57154054517767e-12,1.5232414923072388e-12,3.784200606655049e-13,1.7094113269412625e-12,9.132348822183371e-10,1.0000000425984827,1,3
36,00:12:00,2.884284255411467e-10,7.127986411137483e-12,1.9330916933219887e-12,4.2873360126174547e-13,2.0316671222510582e-12,2.251177418330559e-09,1.0000000414325003,1,3
37,00:12:30,2.475202858437201e-10,9.89830991683626e-12,1.8161663695483432e-12,3.224780388509372e-13,1.1431374647041603e-12,1.184565805896229e-09,1.0000000403116274,1,3
38,00:13:00,3.8672336590106685e-10,9.279806303321977e-12,3.1898486723331982e-12,9.148100657559102e-13,3.5303178168830836e-12,9.012858054026425e-09,1.0000000392335655,1,3
39,00:13:30,1.0692764925437784e-10,7.377270746930208e-12,1.2338695066964633e-12,2.729676121790085e-13,8.68316521073004e-13,2.2201682066993004e-08,1.0000000381961618,1,2
40,00:14:00,9.573496303156588e-11,5.18202638493822e-12,1.022330235168582e-12,2.8118618872329936e-13,1.1648783788355536e-12,1.521711454841646e-08,1.000000037197397,1,2
41,00:14:30,1.726102232375504e-10,1.1357467872095954e-11,2.1332332558048692e-12,5.103546067625217e-13,2.1341656922250426e-12,2.133532329238326e-09,1.0000000362353763,1,2
42,00:15:00,1.4559948229954244e-10,7.944466272788724e-12,1.416480249012517e-12,4.633020894944603e-13,2.289444237637152e-12,2.511593191244071e-09,1.000000035308318,1,2
43,00:15:30,1.920305334977602e-10,1.1790836801447882e-11,1.9521786562590724e-12,4.977559562913948e-13,2.16627541962076e-12,1.0130742476428767e-09,1.0000000344145499,1,3
44,00:16:00,2.21188145705956e-10,9.949971053839696e-12,1.9646893720329526e-12,3.130494433266905e-13,1.289230493815757e-12,6.166282991151402e-10,1.0000000335524954,1,2
45,00:16:30,1.498234526904686e-10,8.371656366269007e-12,1.7749930298122367e-12,6.01582314740532e-13,2.878191602264325e-12,8.487842985954583e-10,1.0000000327206735,1,3
46,00:17:00,1.97111973951625e-10,9.692550793588489e-12,1.8349208463685245e-12,3.344966679094837e-13,1.5798788687241345e-12,9.050679958128139e-10,1.0000000319176858,1,3
47,00:17:30,2.1565142742927164e-10,1.0769655814512118e-11,2.0571062096603364e-12,4.684788524030918e-13,2.681975691432128e-12,1.0009123990408307e-09,1.000000031142215,1,3
48,00:18:00,2.2123781338024754e-10,9.065703189918875e-12,1.4914997766537238e-12,3.247426422119248e-13,1.2314042332345265e-12,6.252366200250698e-10,1.000000030393019,1,3
49,00:18:30,2.2142276830680216e-10,6.924362134345404e-12,1.7571715100551897e-12,3.7160993435515133e-13,1.4935714974066292e-12,5.070770473391196e-10,1.0000000296689249,1,3
50,00:19:00,2.132657696796075e-10,9.287758009144668e-12,1.9786909525552454e-12,2.6860282019432243e-13,1.087692556507724e-12,6.083830613187336e-10,1.0000000289688245,1,3
51,00:19:30,3.821819287145777e-10,1.2276402267003771e-11,3.1343967328227878e-12,4.322144626494336e-13,1.2416224296630604e-12,4.425037052814326e-09,1.000000028291667,1,3
52,00:20:00,1.7032864142389698e-10,7.505555451436265e-12,1.0975548776001085e-12,2.1657282505517623e-13,6.792117942739897e-13,4.719416618005641e-09,1.0000000276364631,1,3
53,00:20:30,2.4487741618435973e-10,1.0908485459138036e-11,1.9560960674105907e-12,4.614944328211053e-13,1.9429085440829422e-12,7.094420340028707e-10,1.0000000270022742,1,3
54,00:21:00,2.952801120259329e-10,9.434246511539723e-12,1.9405976497846373e-12,3.918161959843851e-13,1.6187291524048132e-12,6.026137748567787e-09,1.0000000263882116,1,3
55,00:21:30,2.520374945656722e-10,6.716708449122303e-12,9.922588594134541e-13,2.0755105151921947e-13,5.898479620916703e-13,1.2375987323301367e-08,1.000000025793433,1,2
56,00:22:00,1.9063834539935013e-10,8.615261546629606e-12,2.03462881493948e-12,4.200761822128757e-13,2.2480159199251383e-12,6.637873830094153e-10,1.0000000252171393,1,2
57,00:22:30,1.875533001336379e-10,8.606334163657104e-12,1.7599069578868161e-12,3.293226574076277e-13,1.7993889125335419e-12,4.158485670015027e-10,1.0000000246585734,1,3
58,00:23:00,2.1805905326701177e-10,8.876798487399502e-12,2.189194767781904e-12,3.08180662534474e-13,1.3550079511217194e-12,8.104309979547187e-10,1.0000000241170155,1,3
59,00:23:30,2.265928956067855e-10,7.27964795091909e-12,1.6084921446740288e-12,3.0022164052383264e-13,1.3170924502636402e-12,4.3092783934068553e-10,1.0000000235917832,1,3
60,00:24:00,1.9756541794652797e-10,1.0665274389532672e-11,2.044926536795039e-12,4.0546927282957155e-13,2.126695620895493e-12,4.3353427176729955e-10,1.0000000230822275,1,3
61,00:24:30,2.8250152152283455e-10,1.02754977999727e-11,1.482932056837381e-12,2.8833414106970193e-13,1.4455881136160743e-12,4.1652319100275473e-10,1.0000000225877315,1,3
62,00:25:00,2.565331358770083e-10,8.243193207599018e-12,1.3805795665719778e-12,2.7848974197906024e-13,1.2863831680151058e-12,6.425010144514609e-10,1.0000000221077072,1,3
63,00:25:30,2.064712128459739e-10,8.250602658355577e-12,1.4598453733736513e-12,4.081049952563734e-13,1.7569654871735156e-12,6.615829935444498e-10,1.0000000216415954,1,3
64,00:26:00,3.2546632365324546e-10,1.2810104384355565e-11,1.7902367168382155e-12,4.071708695407202e-13,1.8571423636546287e-12,4.522614802268243e-10,1.0000000211888644,1,3
65,00:26:30,3.658439494973793e-10,9.18001067348287e-12,3.299556181198772e-12,4.628992944166035e-13,1.4740398812758342e-12,7.915487228758724e-09,1.0000000207490074,1,2
