index,start_time,eeg_delta_power,eeg_theta_power,eeg_alpha_power,eeg_beta_power,eeg_spindle_power,eog_var,emg_rms,label
1,23:38:00,7.128983849833082e-12,1.7574846207975107e-12,1.1111113149895996e-12,6.163120900853858e-13,4.962054031651155e-13,1.3045669609532114e-08,2.000000047153198,1
2,23:38:30,6.511796921283649e-12,2.436939835590202e-12,9.214029815231536e-13,8.756637588714203e-13,5.981674205063536e-13,2.9683059949611755e-08,2.00000004397341,1
3,23:39:00,1.51102335699851e-11,1.4773349706635995e-12,1.2546222903122758e-12,8.396599746268512e-13,6.359924702307644e-13,6.640380797436793e-09,2.000000041208823,1
4,23:39:30,1.0858682685330461e-11,1.6404108580409189e-12,1.0436333099882002e-12,6.161046874972233e-13,7.258731572369705e-13,1.3661748572884081e-08,2.0000000387917667,1
5,23:40:00,1.2177155017665821e-11,1.9418880355174977e-12,9.806400820524266e-13,6.805133274663777e-13,5.786845202839806e-13,6.026020853747855e-09,2.00000003666783,1
6,23:40:30,1.0148930039865573e-11,1.689176714937504e-12,9.58116424089403e-13,5.07221186709136e-13,4.4723228524213566e-13,6.676133738794248e-09,2.0000000347928872,1
7,23:41:00,2.6142082371470502e-11,1.4929615504977267e-12,7.01727284952999e-13,5.97553015650652e-13,5.281558833996321e-13,2.454169266776608e-09,2.000000033130846,1
8,23:41:30,1.0050064460544126e-11,1.3775598508638944e-12,9.115088810685562e-13,5.951165030626279e-13,5.815242848614645e-13,1.4603288034033072e-08,2.0000000316519597,1
9,23:42:00,1.2609298558656726e-11,1.6026777940176013e-12,1.1619224880672252e-12,6.472155513710939e-13,7.384087823784019e-13,1.3038900793665297e-08,2.0000000303315457,1
10,23:42:30,1.2396058717505702e-10,6.4799345721630274e-12,3.2360323465546268e-12,2.4591479874874183e-12,3.1506857170667625e-12,4.3405488657470184e-08,2.000000029148983,0
11,23:43:00,3.631849839962854e-11,1.5952570695657662e-12,8.645421271932098e-13,6.279256080774735e-13,8.606985952674561e-13,1.8292996609493727e-08,2.0000000280869394,0
12,23:43:30,1.665216285876477e-11,1.376419000393871e-12,7.305366499795533e-13,5.140550695805033e-13,5.003722677842947e-13,2.5379586361983127e-08,2.0000000271307767,0
13,23:44:00,7.950745850785036e-12,2.1579372167078423e-12,1.1985990347686107e-12,7.136416967560114e-13,6.086372658967703e-13,1.9299035820777488e-08,2.0000000262680424,1
14,23:44:30,8.009671464714916e-12,2.8540772906778663e-12,1.2078777008860847e-12,9.076148519825704e-13,8.216024002817649e-13,1.0938348469318053e-08,2.0000000254881125,1
15,23:45:00,9.70335819679344e-12,1.784722997584845e-12,1.1177086588590677e-12,4.4373254157261947e-13,5.526575292638457e-13,3.6672211752036505e-08,2.000000024781871,1
16,23:45:30,1.2403343858988671e-11,2.2649281427327097e-12,1.4193352998263733e-12,7.895818845581128e-13,9.98476688163496e-13,2.0352358849638795e-08,2.0000000241414653,1
17,23:46:00,1.1721009327719157e-11,2.4909820321097635e-12,2.0350256124438797e-12,7.374844166601511e-13,7.564173804558796e-13,1.5358926909573544e-08,2.0000000235601028,1
18,23:46:30,1.1984435459398987e-11,2.639315921087693e-12,1.0074775910214083e-12,4.208421551499573e-13,6.881894066860395e-13,1.684439636915858e-08,2.000000023031885,1
19,23:47:00,1.6274856343831888e-11,3.0857029047170093e-12,1.6444388770555902e-12,9.050310193688909e-13,1.7021874131902194e-12,9.989378772937702e-09,2.0000000225516703,1
20,23:47:30,3.8929155026804243e-11,7.098634585516457e-12,3.3624720035394483e-12,8.837997725548555e-13,1.74038471403266e-12,3.0112747841792297e-08,2.000000022114966,2
21,23:48:00,1.844516452282487e-11,3.366819042231864e-12,2.1850336799600558e-12,8.646625444519577e-13,2.4839502683683576e-12,3.053834083392511e-08,2.000000021717827,2
22,23:48:30,4.7593602065181456e-11,1.1945351954342936e-11,5.366339940690855e-12,2.323866825879367e-12,7.069127288121849e-12,2.198035496098923e-08,2.0000000213567857,2
23,23:49:00,4.1482154308339914e-11,7.867775132461848e-12,5.5520741206063516e-12,1.6730010787141733e-12,5.9888649972691505e-12,1.647940281300237e-08,2.0000000210287814,2
24,23:49:30,5.075805648484321e-11,1.3164442339582895e-11,4.87771448447718e-12,1.020147616581076e-12,2.8479391341323797e-12,1.8917826905139535e-08,2.00000002073111,2
25,23:50:00,1.4246450270221318e-10,1.5452495763546824e-11,4.379575574011828e-12,1.8023284718899525e-12,6.596485869217597e-12,7.780446567791277e-09,2.0000000204613735,2
26,23:50:30,2.431373296190055e-11,1.1289732934036726e-11,6.936365923482115e-12,1.0430178309304479e-12,3.968751864595488e-12,1.9661121882426446e-08,2.0000000202174384,2
27,23:51:00,4.557549463129291e-11,9.015752312025835e-12,7.027751287049794e-12,2.8042979541982107e-12,1.5555443870760586e-11,3.794643996446696e-09,2.0000000199974064,2
28,23:51:30,4.189621065043519e-11,7.954273136674785e-12,4.541567154138358e-12,1.1667009009081451e-12,5.185433093546993e-12,9.710544916873018e-09,2.000000019799589,2
29,23:52:00,5.354248680874563e-11,8.951873222276768e-12,7.327273696509981e-12,1.712647225920966e-12,6.46351064740107e-12,7.393128863682882e-09,2.0000000196224734,2
30,23:52:30,2.976644950016958e-11,8.860497657154928e-12,6.736553780409286e-12,2.487095511948497e-12,1.6590366763312423e-11,6.1747783317625406e-09,2.000000019464708,2
31,23:53:00,4.6230618396499565e-11,7.649467873849896e-12,7.223477725980309e-12,1.935031398037824e-12,9.999118798202759e-12,5.770225617016823e-09,2.000000019325076,2
32,23:53:30,7.184780167620208e-11,1.0053087190769154e-11,8.656892039983382e-12,1.2049269397039723e-12,5.636131727845729e-12,1.7703603705699088e-08,2.0000000192025,2
33,23:54:00,3.8870252794925817e-11,6.440130717443557e-12,6.120174626844751e-12,1.5202210502154159e-12,3.3532256375355003e-12,2.95518433550567e-08,2.0000000190959977,2
