index,start_time,eeg_delta_power,eeg_theta_power,eeg_alpha_power,eeg_beta_power,eeg_spindle_power,eog_var,emg_rms,label
1,17:22:00,2.293863629123175e-11,2.4150189877641664e-12,1.5888240456088095e-12,1.6618442682938436e-12,1.3065481816680722e-12,2.4558720572528147e-09,1.3865039542941442e-06,0
2,17:22:30,1.2243943863584724e-11,3.0263332741443406e-12,2.088478368913738e-12,2.8534141723595882e-12,2.281312542025959e-12,1.0599422329688277e-09,1.5533146806644246e-06,0
3,17:23:00,1.0367828810877692e-11,3.3158306631196455e-12,2.6454240533035693e-12,2.8955436558593016e-12,2.2688079491275453e-12,9.542481826621239e-10,1.4524000633657922e-06,0
4,17:23:30,7.37759635978067e-12,1.6892021934379374e-12,1.4027033434253714e-12,1.652158828490389e-12,1.0931386937654056e-12,1.0209762111772244e-09,1.4877737029609903e-06,0
5,17:24:00,1.0940522633957192e-11,2.959866752524047e-12,2.39794117326547e-12,2.847191597520785e-12,2.202354305071783e-12,1.4422918917453574e-09,1.629654214787432e-06,0
6,17:24:30,1.1852759018222682e-11,2.9253406522221215e-12,1.753097253873762e-12,1.8109739008076497e-12,1.3777005619972808e-12,1.6853517933121421e-09,1.4442794095874367e-06,0
7,17:25:00,9.489042550687254e-12,2.462404167028979e-12,1.4604426989735651e-12,1.7414038799714294e-12,1.7732241998116207e-12,8.927292129644031e-10,1.5312067638407498e-06,0
8,17:25:30,1.1397708304019016e-11,2.0800173997934908e-12,1.449580548772145e-12,1.7831372447853276e-12,1.6979817465102365e-12,8.629379790917876e-10,1.4764915228637116e-06,0
9,17:26:00,1.0276928424632614e-11,2.3541994607257346e-12,1.6848553375582333e-12,2.020293818400383e-12,1.81083513941837e-12,1.197686987346443e-09,1.2827309594066162e-06,0
10,17:26:30,9.580772547172206e-12,2.6556624532143704e-12,1.7002380651205673e-12,1.8834961749311982e-12,1.5279032286947713e-12,9.019788180413293e-10,1.8557050444565153e-06,0
11,17:27:00,1.1039593987015269e-11,2.460500336109054e-12,1.5857462272839033e-12,1.7558018365938298e-12,1.89364256604725e-12,5.659898344787258e-10,1.5166037198685862e-06,0
12,17:27:30,1.3694835527120593e-11,3.539869180766176e-12,2.0968417928550195e-12,1.963930217032724e-12,1.4040257991735981e-12,1.7776268023144816e-09,1.3787117096654687e-06,0
13,17:28:00,9.804320525408285e-12,2.5814502427621323e-12,3.003540999598455e-12,2.3070883682274534e-12,2.0110003601563053e-12,8.133810236745943e-10,1.4038390202712793e-06,0
14,17:28:30,1.4095599137482333e-11,3.1498212348347077e-12,3.617281665165122e-12,3.7439130921411445e-12,3.1521021604219372e-12,7.969567420935549e-10,1.2300352802465717e-06,0
15,17:29:00,9.331253069908781e-12,3.1520600760066294e-12,2.0534061382466707e-12,2.170559125181985e-12,1.2548155499511052e-12,1.0912412297362668e-09,1.3873975770107555e-06,0
16,17:29:30,1.701302107705446e-11,2.798619611457663e-12,2.8255952237298905e-12,2.7420447759749323e-12,1.762893724993015e-12,1.2620632876617604e-09,1.6028298964641691e-06,0
17,17:30:00,1.1474028001079925e-11,2.497911685238502e-12,1.7346872841205257e-12,1.7542741294170808e-12,1.4786032443451878e-12,5.953828241338625e-10,1.3215304680303045e-06,0
18,17:30:30,1.0863732892175492e-11,2.2643282557966803e-12,1.9825225569406724e-12,1.825016722990792e-12,1.4769069848566728e-12,7.282623110230144e-10,1.5658147274063053e-06,0
19,17:31:00,1.0609803393964561e-11,2.4224755594383972e-12,1.7763666802724251e-12,1.8624449246739365e-12,1.952083070369527e-12,1.2432540943171092e-09,1.4983428821456524e-06,0
20,17:31:30,9.360284272727091e-12,2.5759176072427813e-12,1.854747771537673e-12,1.847010130816648e-12,1.6464826683010435e-12,9.450669167806057e-10,1.3650695374632762e-06,0
21,17:32:00,8.196226835326352e-12,1.7216637517307867e-12,1.968227861677301e-12,2.2156781362944524e-12,2.1637835885576586e-12,6.801311501572832e-10,1.4044371914762673e-06,0
22,17:32:30,5.820315201352265e-12,1.43700005804083e-12,1.0049206822934533e-12,9.047820245527757e-13,6.970886658348337e-13,4.5880906596654505e-10,1.3549490084713576e-06,0
23,17:33:00,2.6891436116773147e-11,2.806903780462857e-12,2.1632801729700476e-12,1.864306028331255e-12,1.128156733316121e-12,7.934734859591751e-10,1.4114091515863844e-06,0
24,17:33:30,1.632895921311218e-11,2.1910978765705226e-12,2.2215419572596187e-12,2.0210491512553315e-12,1.9658492629969156e-12,7.570062133011546e-10,1.1800910785147455e-06,0
25,17:34:00,5.11101519006098e-12,2.1963571301175113e-12,1.944951392321042e-12,1.8114644490127345e-12,1.530986884318343e-12,1.618069845364226e-10,1.3877148085639177e-06,0
26,17:34:30,6.672492007139876e-12,2.0389674710526104e-12,1.9739607577645265e-12,1.8971624930357126e-12,1.4042962064690246e-12,1.550578095207954e-10,1.4414784032006134e-06,0
27,17:35:00,6.028361803260903e-12,2.0211663058013842e-12,1.6870139535671006e-12,1.624012334098169e-12,1.6004104083897669e-12,1.3176687961758991e-10,1.1662028822635185e-06,0
28,17:35:30,3.3038787408027823e-12,2.0774709056613967e-12,1.4897666347275926e-12,1.729634592203939e-12,1.3518496937708754e-12,1.6082090540677805e-10,1.200493569265401e-06,0
29,17:36:00,3.888749201707751e-12,2.075538340694196e-12,1.8111609199256644e-12,1.581530676184002e-12,1.2892376695023098e-12,1.5195690037418774e-10,1.2608827439695082e-06,0
