index,start_time,eeg_delta_power,eeg_theta_power,eeg_alpha_power,eeg_beta_power,eeg_spindle_power,eog_var,emg_rms,used,label
1,00:47:00,1.8045491651808816e-11,1.669875447818789e-11,3.2878706452776212e-12,5.013046091390164e-13,8.234064965961831e-13,2.3125821268481222e-10,4.0586787187031744e-06,0,1
2,00:47:30,9.295490620031746e-12,9.37996418269294e-12,1.5809282886712882e-12,3.647430746626664e-13,4.61704245886885e-13,4.4635912893542005e-10,3.894222897997535e-06,0,1
3,00:48:00,4.0327311289820205e-11,1.1488320133976164e-11,1.6998796624604567e-12,8.834843388987695e-13,1.6637960795815212e-12,6.034021285094959e-10,4.066838100185911e-06,0,0
4,00:48:30,3.4092647614420245e-11,1.687308457685296e-11,3.0247395438372605e-12,4.749556626821175e-13,7.058346627696976e-13,2.8413907455126096e-10,4.026050468173645e-06,0,0
5,00:49:00,4.219346068622673e-11,1.599586044712799e-11,2.857528557122325e-12,6.033576054568306e-13,7.033446525483124e-13,2.1296054315609355e-10,4.0700525128267295e-06,0,0
6,00:49:30,1.7539288997033244e-11,2.252632571867494e-11,3.361705319622107e-12,4.580996090554019e-13,8.146341504844384e-13,2.2513526861228694e-10,4.038978513379779e-06,0,0
7,00:50:00,5.670629397506219e-11,1.9096781262582246e-11,2.8436176907617826e-12,5.61320206441778e-13,7.230974015762547e-13,5.344866815508013e-10,4.024604050127705e-06,0,0
8,00:50:30,8.623290258679478e-12,1.8871284149827282e-11,2.9348609444458687e-12,4.2952957498469357e-13,5.683836599218437e-13,4.2566723373690087e-10,3.996090585356291e-06,0,0
9,00:51:00,1.0069546777641509e-11,1.1117720085778457e-11,1.856368629096591e-12,3.814008529634116e-13,5.430387800746588e-13,5.725185403541059e-10,4.126804262804621e-06,0,1
10,00:51:30,3.7116232950199346e-11,7.945950779039606e-12,1.9228612341312388e-12,3.874749415576179e-13,4.3468490880622556e-13,2.348700816587895e-10,4.1577570763542605e-06,0,1
11,00:52:00,1.574130260051081e-11,1.9458282865766023e-11,2.4956702538157116e-12,4.2273480596571377e-13,5.412946866994161e-13,1.602947905084201e-10,4.12864109230064e-06,0,1
12,00:52:30,1.8928607740962278e-11,7.419989726677832e-12,1.1141254196957673e-12,3.878502138512638e-13,3.846389626613035e-13,1.6851510973277296e-10,4.113023954851527e-06,0,1
13,00:53:00,5.609727491964456e-11,5.9360210595913666e-12,1.3948347817213247e-12,3.5582703271603174e-13,5.554047604319545e-13,1.4670822556786723e-10,4.124805814469328e-06,0,1
14,00:53:30,4.2941302128381124e-11,1.503042159899195e-11,2.040119258550147e-12,4.673029416224808e-13,1.1168304616062231e-12,1.37130153421194e-10,4.076639296070618e-06,0,2
15,00:54:00,1.421782584742152e-10,2.4614056511166846e-11,3.2360670660487917e-12,1.0481397960637323e-12,1.7716464754525785e-12,3.784711310595677e-10,4.061278331293411e-06,0,2
