index,start_time,eeg_delta_power,eeg_theta_power,eeg_alpha_power,eeg_beta_power,eeg_spindle_power,eog_var,emg_rms,used,label
1,23:17:30,3.508670179190371e-11,7.35455918927683e-12,6.171483657277469e-12,2.1249480098081243e-12,5.664356032062232e-12,1.2824510175728542e-09,2.297337281061936e-06,0,1
2,23:18:00,7.592324146862722e-11,1.1138720263118787e-11,3.744724779956842e-12,1.550275063542967e-12,3.18219432621882e-12,3.049696788091535e-10,2.2566899226595863e-06,0,1
3,23:18:30,9.236705607718467e-11,1.4998472934120903e-11,3.636796348654222e-12,1.4897877562155767e-12,3.9504247022164994e-12,8.377925980082257e-10,2.21565423908987e-06,0,1
4,23:19:00,7.401587629662077e-11,9.45765559520266e-12,4.829802723382783e-12,1.3224585742853709e-12,4.846405269040633e-12,2.0078605396506749e-10,2.3619080943201544e-06,0,1
5,23:19:30,1.1356230187348416e-10,1.4598057603016692e-11,4.5121079267969476e-12,9.181599434634449e-13,2.3841190923272443e-12,1.4057566539080512e-10,2.3057688921957733e-06,0,2
6,23:20:00,6.456678450127252e-11,8.136659516891813e-12,2.5145111742645377e-12,9.538625488646647e-13,2.7745367987078972e-12,1.6882701504135282e-10,2.4294901379060355e-06,0,2
7,23:20:30,9.503032679755846e-11,7.660623932672349e-12,1.771226045329975e-12,5.221884584012996e-13,8.531210624601947e-13,1.468673932465773e-10,2.1833211241141804e-06,0,2
8,23:21:00,8.232317343072579e-11,7.361450396089647e-12,2.0870497426641095e-12,7.945047120626936e-13,1.9237928979464893e-12,1.326086392670189e-10,2.0817438238336483e-06,0,2
9,23:21:30,5.346729873296185e-11,6.726811399802435e-12,3.0294560866620645e-12,6.43488184945469e-13,2.101251176832735e-12,1.3249334936111468e-10,2.081681278621344e-06,0,2
10,23:22:00,3.5537304600181465e-11,4.220586289322385e-12,1.244868118716174e-12,5.369890480107183e-13,1.0781716798188552e-12,1.149401728778997e-10,2.0494271443472975e-06,0,2
11,23:22:30,5.343738466505047e-11,6.103147982117009e-12,2.240154179462294e-12,8.0844227372793e-13,2.453943133523391e-12,1.341828166623773e-10,2.0257268278370756e-06,0,2
12,23:23:00,9.699981033190507e-11,8.865810137804032e-12,2.0668756782971905e-12,5.979604445086432e-13,1.235886382304787e-12,1.2691997880615674e-10,1.9985919631183474e-06,0,3
13,23:23:30,5.7348965201325923e-11,1.2609886796488755e-11,8.15185296531733e-12,2.6241958659333203e-12,1.008620149118797e-11,9.978939600787592e-10,2.401580527214745e-06,0,2
14,23:24:00,3.09148852003323e-11,4.418769656365633e-12,4.53602775392979e-12,1.5589753086822267e-12,1.970675855011806e-12,5.16552890670735e-10,2.0273690505158346e-06,0,1
15,23:24:30,5.247715098693089e-11,5.29108416029672e-12,3.057477584714257e-12,1.3588751522342136e-12,1.6283710782731443e-12,4.399299809336452e-10,2.1999699189511973e-06,0,2
