index,start_time,eeg_delta_power,eeg_theta_power,eeg_alpha_power,eeg_beta_power,eeg_spindle_power,eog_var,emg_rms,label
1,23:11:00,1.9734532614261973e-12,3.142073246517509e-13,1.1589780242397257e-13,1.1791530670202917e-13,7.334958416331912e-14,2.9116314459918106e-10,3.769431882966538e-06,1
2,23:11:30,2.0813272222838886e-12,3.083917648585065e-13,8.90665648769354e-14,1.407651118790526e-13,6.330877469359867e-14,4.212564757975322e-10,3.0070206588713156e-06,1
3,23:12:00,1.3938153599298385e-12,3.0003212428040537e-13,8.265415438928349e-14,1.5546574378509728e-13,6.306750012961578e-14,1.3570988764849823e-10,3.349696188812641e-06,1
4,23:12:30,1.7606350111184426e-11,5.106558778770489e-13,1.0886676335361041e-13,1.3752213804810646e-13,7.119025400245148e-14,3.970297199381677e-10,3.6005124252279795e-06,0
5,23:13:00,2.2884299188132385e-12,4.4001437900480525e-13,1.0235765708890069e-13,9.631632445404719e-14,6.267334370429298e-14,1.8598177769284167e-10,3.6198134967446236e-06,0
6,23:13:30,2.4764308770441627e-12,4.82888747741895e-13,1.3672559447848767e-13,1.1501080700524525e-13,8.900079012937334e-14,1.2143806276331509e-10,3.6742905091927677e-06,0
7,23:14:00,2.297257446231529e-12,4.624672111923365e-13,1.9945264282904797e-13,2.3096223871804697e-13,1.2061437880365677e-13,1.4972733815605536e-10,4.087457918317504e-06,0
8,23:14:30,3.4108082330843284e-12,3.2493690628530786e-13,1.7146331198378907e-13,3.8882432870645065e-13,2.4035636314849715e-13,1.8522722237268398e-10,4.590640222859986e-06,0
9,23:15:00,2.592094055902561e-12,4.0712114977314273e-13,1.8657805155946803e-13,3.3784179381921153e-13,1.7267844428870245e-13,1.5923275988265995e-10,4.481224861783059e-06,0
10,23:15:30,6.279101311507123e-12,8.22527836060099e-13,8.64786427101047e-13,1.3749990974342554e-12,4.654788608265864e-13,2.245691861738092e-09,4.534495951307249e-06,0
11,23:16:00,2.2922701344946395e-12,4.040548070715684e-13,2.71302776265034e-13,7.171829977431232e-13,3.8233773170539016e-13,1.5744503361764618e-10,4.162876119022527e-06,0
12,23:16:30,2.280316117116107e-12,5.330852131890754e-13,2.3176078587921614e-13,2.609239298647539e-13,2.2010086858133562e-13,1.299343548899232e-10,3.858827308724445e-06,0
13,23:17:00,2.7041711195618392e-12,3.7204338814794877e-13,1.940639084190717e-13,2.7847085435203486e-13,2.0869503368683977e-13,2.4301089101948455e-10,3.640235755963228e-06,0
14,23:17:30,2.2717378039033334e-12,3.913777672200214e-13,1.5796339715129845e-13,2.3808619209584383e-13,1.1645583647101113e-13,2.1172968219029483e-10,3.85181148904292e-06,1
15,23:18:00,2.6984055026106287e-12,4.926263865860493e-13,2.6602784067162856e-13,3.7048358292385707e-13,2.325729468626984e-13,2.2932145751654878e-10,3.953958432119558e-06,1
16,23:18:30,5.560379300387621e-12,4.739439478006296e-13,1.8040682928493756e-13,2.932033973798328e-13,1.3261614354095137e-13,1.509238224435196e-10,3.7085628728019928e-06,1
17,23:19:00,7.1534554271664e-12,6.401409065155275e-13,2.3205302308328947e-13,2.4862792250769753e-13,1.7728739762801522e-13,1.749643875050709e-10,4.159457589501611e-06,1
18,23:19:30,8.73315140595654e-12,4.2888973228317176e-13,1.382424732119349e-13,1.2626605635350478e-13,1.180478772989636e-13,1.330189302232009e-10,4.601315275372539e-06,1
19,23:20:00,1.393857643163243e-11,7.921892770328848e-13,2.94870936843274e-13,2.3997190712394103e-13,2.551038162585038e-13,1.3154794540138608e-10,4.488073634326998e-06,1
20,23:20:30,8.459369569856056e-12,6.299442806709556e-13,1.6264861382570297e-13,1.4699315180584962e-13,1.6940584275147689e-13,1.5163462168140952e-10,4.587321967901726e-06,1
21,23:21:00,1.083777016218649e-11,7.276108254040692e-13,2.936256226557506e-13,5.861352249983803e-13,2.87886148785032e-13,5.256183968800551e-10,4.629255159785424e-06,1
22,23:21:30,1.2155518746769394e-11,6.5146196462583e-13,2.353033063453469e-13,2.7945021903160326e-13,2.341536812480031e-13,1.8704127367862744e-10,4.528875635317906e-06,1
23,23:22:00,6.9799257521022364e-12,4.770501219399645e-13,1.8653523835324453e-13,1.371207507778726e-13,1.4989057611507315e-13,4.185437152580585e-10,4.642120596124482e-06,1
24,23:22:30,1.2558417088361812e-11,1.1395610886943665e-12,2.4927826406824097e-13,1.7951285998160667e-13,2.1995231332865028e-13,1.673347588372385e-10,4.619107839754874e-06,1
25,23:23:00,7.108490125682343e-12,6.429479291329891e-13,2.816227991651768e-13,2.1473195672957995e-13,3.2607249632764925e-13,9.745986255105068e-10,4.542011322508958e-06,1
26,23:23:30,1.6648176194062293e-11,1.0818168073848317e-12,3.0215157258250956e-13,1.2597972646911682e-13,2.9399266927545014e-13,2.2929794628597543e-10,4.444393320450273e-06,1
