index,start_time,eeg_delta_power,eeg_theta_power,eeg_alpha_power,eeg_beta_power,eeg_spindle_power,eog_var,emg_rms,label
1,00:07:00,6.902030219062385e-12,1.3420176718945086e-12,5.335227061523732e-13,2.1179762035156983e-13,2.8123617974754197e-13,7.64048465755561e-09,3.1941527882115995e-06,1
2,00:07:30,9.76037732188181e-12,2.1767525617121483e-12,4.996256203347773e-13,1.8712128636609224e-13,2.471351475784278e-13,4.7645433175841666e-09,3.1684595629387847e-06,0
3,00:08:00,1.1920537663987061e-11,2.4317758405389295e-12,4.668772397692314e-13,1.8164346816220255e-13,2.7553969843893816e-13,5.6612914255710376e-09,3.1912056192996144e-06,1
4,00:08:30,2.2986857607409927e-11,5.975272739126924e-12,7.530528556021281e-13,1.966975759413122e-13,3.0682394082412086e-13,4.417775199991293e-09,3.2214201646371687e-06,1
5,00:09:00,1.9708400710437814e-11,2.363978176897594e-12,5.541698830066136e-13,1.6275923493833208e-13,3.592348735992725e-13,8.896317151683771e-09,3.212235551619968e-06,1
6,00:09:30,1.863487661491657e-11,3.8971141068321165e-12,6.072163449957625e-13,1.6205352593147428e-13,2.3417915196944447e-13,1.0344371720422179e-08,3.1607326877413713e-06,1
7,00:10:00,2.472120017260395e-11,5.068310738140745e-12,7.155368216303488e-13,2.793454634016598e-13,9.728704394532137e-13,3.314542063098453e-09,3.157601828115748e-06,2
8,00:10:30,2.189794786860746e-11,4.91610368040984e-12,6.501153828659332e-13,2.7732016678266115e-13,7.779158541920396e-13,3.0874687413775693e-09,3.1479850194601127e-06,2
9,00:11:00,1.3967700990111633e-11,1.7450216637295352e-12,1.0241343954980725e-12,6.419139561614805e-13,8.753333141893322e-13,4.5529672984181004e-09,3.1694552149149183e-06,1
10,00:11:30,6.0754025729316894e-12,9.447733556859969e-13,4.693358740978095e-13,2.309853427052244e-13,2.7266790760770297e-13,3.986877890094454e-09,3.180958845151284e-06,1
11,00:12:00,1.1043159735554638e-11,2.0815058156222854e-12,5.429001158080802e-13,2.1461617011785296e-13,2.858398292561643e-13,5.347442716492819e-09,3.1307122846227768e-06,1
12,00:12:30,3.5895013203410385e-11,4.411895777557712e-12,9.684884482850885e-13,4.5244689688169437e-13,2.4597047217180745e-12,3.697612317426276e-09,3.1594478338185256e-06,2
13,00:13:00,3.7626942075124384e-11,1.1839677427713878e-11,2.5232745705175436e-12,6.396704448045956e-13,3.3521982586930915e-12,1.4025042036695322e-09,3.1848053504472886e-06,2
14,00:13:30,4.697752820701602e-11,1.0325976224043407e-11,1.0871431866342535e-12,8.079717238707429e-13,4.477418057082814e-12,2.465528828327162e-09,3.2077574420903547e-06,2
15,00:14:00,2.5638733240374146e-11,8.623460489321298e-12,1.7722389427107424e-12,6.360245355080702e-13,3.3931071295167368e-12,8.747336174956983e-10,3.2332531063499546e-06,2
16,00:14:30,4.076909089423847e-11,7.673344780599057e-12,1.6762870416235974e-12,4.0630903032825964e-13,2.360871702007549e-12,4.2217264918417287e-10,3.1990744278864412e-06,2
17,00:15:00,4.98287072749149e-11,1.5535017100242546e-11,2.034244565467529e-12,6.197345238118998e-13,3.4930833001562355e-12,3.462960625325562e-10,3.144101648667402e-06,2
18,00:15:30,2.6246285097409093e-11,2.296684165460057e-12,5.9338720602187e-13,4.158942405686175e-13,2.183381551224627e-12,1.689185475296947e-09,3.0762284711918618e-06,2
19,00:16:00,2.43482601364805e-11,2.2525409106388837e-12,7.651156481068013e-13,4.90137771276622e-13,3.097412208999561e-12,4.066764612432575e-09,3.097829435249242e-06,2
20,00:16:30,3.304029672919042e-11,6.27421389356924e-12,1.2043990351613581e-12,6.096147302145252e-13,4.071223434234796e-12,2.0947991994325086e-09,3.102949401865355e-06,2
21,00:17:00,3.297647995926661e-11,5.767545827978707e-12,1.3947813932874332e-12,9.467903563783972e-13,6.7828050526170195e-12,3.624103872987923e-10,3.1958207930476976e-06,2
22,00:17:30,2.8142537087619588e-11,8.941482287268081e-12,1.3062541595151355e-12,7.266628106784421e-13,3.8974380081511614e-12,5.716955495214848e-10,3.2143713065612847e-06,2
23,00:18:30,6.37117208025411e-11,3.4973342701912134e-12,1.233489481280602e-12,8.740135712391601e-13,1.1527582135366257e-12,1.2209869589762187e-08,3.143885026426585e-06,0
24,00:19:00,1.3849531416284574e-11,1.0820920459085269e-12,8.593888905866451e-13,4.662561610666061e-13,4.569312305853002e-13,4.516668566310219e-09,3.1061703991762878e-06,0
25,00:19:30,1.428343819065897e-11,8.254045189768672e-13,5.075506909712308e-13,2.7908836373197606e-13,4.4392334360738844e-13,1.6693411585015582e-08,3.110932429004246e-06,0
