index,start_time,eeg_delta_power,eeg_theta_power,eeg_alpha_power,eeg_beta_power,eeg_spindle_power,eog_var,emg_rms,used,label
1,23:30:30,1.0427392228613129e-11,2.1591455634864747e-12,1.7795898362153764e-12,8.50322272364882e-13,1.5806505820690908e-12,1.0308394071802685e-09,3.7846278386380163e-06,0,1
2,23:31:00,1.2083737046792971e-11,1.614057324142906e-12,1.2867017411508307e-12,8.983048369244534e-13,1.7153482121025707e-12,7.264329412844947e-10,3.976631487079358e-06,0,1
3,23:31:30,1.691088264879251e-11,1.219816376836762e-12,2.115712737714842e-12,1.098117551564358e-12,1.0476337198684707e-12,7.232690034605907e-10,4.045670935596406e-06,0,0
4,23:32:00,1.1515177454332375e-11,9.554811581121877e-13,1.8024997902745947e-12,4.550366581967826e-13,8.088570334619714e-13,1.0355524627163704e-09,3.989595177452426e-06,0,0
5,23:32:30,6.88311586352734e-12,1.2552241343098545e-12,1.8928545988115117e-12,4.2569055447858635e-13,8.001654748824779e-13,1.7756072641013685e-09,4.034206641203137e-06,0,0
6,23:33:00,5.546251045340943e-12,1.8712642911479233e-12,2.0845140780889415e-12,7.341045276182442e-13,1.335102855731201e-12,1.0978483028215573e-09,4.0413122903869484e-06,0,1
7,23:33:30,1.1710687159497917e-11,1.7957193230863532e-12,2.8000185918360347e-12,7.931598551820747e-13,2.4178669484796953e-12,9.08658691638359e-10,4.0819701022471365e-06,0,1
8,23:34:00,1.779127261622913e-11,4.292913627106409e-12,3.314883105068147e-12,7.673400060048982e-13,2.5614925131860797e-12,1.1489621960361615e-09,4.067935162432512e-06,0,1
9,23:34:30,3.806323094401605e-11,5.3856074015440055e-12,5.337104565615669e-12,4.839928020865008e-13,1.625986144300944e-12,4.6036463748193446e-10,4.101691960097114e-06,0,1
10,23:35:00,3.553505119558585e-11,6.044261602124154e-12,5.121881075800914e-12,6.656947437277918e-13,3.1181113850592097e-12,3.2981282829371144e-10,4.022802926895914e-06,0,1
11,23:35:30,3.846077796423394e-11,5.12784456204677e-12,5.188397000033562e-12,6.03607163145516e-13,2.1137813651583734e-12,3.0174247543446545e-10,4.05534380316678e-06,0,1
12,23:36:00,4.1390690263370407e-11,8.120341957398144e-12,3.1107967809298233e-12,8.303503367310303e-13,3.02185605269435e-12,2.3351393558115213e-10,3.999777467548369e-06,0,2
