index,start_time,eeg_delta_power,eeg_theta_power,eeg_alpha_power,eeg_beta_power,eeg_spindle_power,eog_var,emg_rms,used,label
1,14:42:30,1.2062868422578882e-11,3.342980763064892e-12,3.1839321437318428e-12,1.584350068091659e-12,1.5394507286530248e-12,2.1190589652195298e-09,2.3683746604957727e-06,0,1
2,14:43:00,6.257310117509043e-11,5.280351621507186e-12,3.856667558227304e-12,2.5116252324899653e-12,2.9154492564799496e-12,5.101049181662684e-09,2.591837616791063e-06,0,0
3,14:43:30,1.2093582189843378e-10,1.3337274715462044e-11,3.5101148354222175e-12,3.920073281623946e-12,3.0460191410510996e-12,7.094563686921365e-09,3.1101610464624413e-06,0,0
4,14:44:00,6.73946672157627e-11,6.202411910647113e-12,3.1341402372628257e-12,1.8173989540562135e-12,1.846915092270934e-12,1.177667214495189e-09,3.1244961205402124e-06,0,0
5,14:44:30,1.1449137724983336e-11,2.8516559618414266e-12,3.852732209965137e-12,1.6577603062319997e-12,2.0256212378501263e-12,1.994080934237803e-09,3.0849310996238793e-06,0,0
6,14:45:00,6.3136924226974354e-12,2.4504020125216235e-12,3.5457210669724474e-12,1.5086593228907867e-12,2.0349843974859336e-12,1.935719396306442e-09,3.0591781564967825e-06,0,1
7,14:45:30,9.618098662857204e-12,2.070277371277777e-12,2.3380481742156808e-12,1.8542639635305278e-12,3.1176439279109066e-12,1.0415690721526384e-09,2.979738814922016e-06,0,1
8,14:46:00,9.122599768314708e-12,3.853903396909032e-12,3.8670898253122604e-12,2.1065510416583496e-12,3.2033651020067962e-12,1.0323446159931837e-09,2.9985165167091508e-06,0,1
9,14:46:30,1.5590299095953913e-11,2.2131364244159042e-12,2.3038479789378678e-12,1.146630608991825e-12,2.0045378939735497e-12,1.1879345868849632e-09,2.9118674584780137e-06,0,1
10,14:47:00,1.0847254214153627e-11,2.3736079765686237e-12,3.2622706244724498e-12,1.7622588976674191e-12,2.3224769856579216e-12,7.647303681149484e-10,2.9872075697378917e-06,0,1
11,14:47:30,1.2809870938542492e-11,5.917237444266218e-12,2.828911114627466e-12,1.5813614338002167e-12,3.0882313161733536e-12,8.793654039119134e-10,2.9503444715490917e-06,0,1
12,14:48:00,1.2020697994302556e-11,2.5095132891950782e-12,5.267117746217537e-12,2.2754530087878982e-12,3.791716444332371e-12,6.305346591274757e-10,3.080608261308675e-06,0,0
13,14:48:30,3.1094506014008617e-11,7.576493998121205e-12,2.6202270660009607e-12,1.0384064338873216e-12,1.920778573687566e-12,3.80259542592427e-10,3.054941686269648e-06,0,1
14,14:49:00,1.6962472698545847e-11,3.441566868120865e-12,2.502872098488351e-12,1.1014056890905504e-12,1.013119621435517e-12,3.363126247332748e-10,2.994270896033326e-06,0,1
15,14:49:30,1.7044479659164647e-11,3.672800780540782e-12,5.912931924961843e-12,2.2136354236086697e-12,5.459750223476231e-12,2.8006701591639813e-10,2.9805612934513622e-06,0,1
